"";"requested";"funded";"interestrate";"loanlength";"loanpurpose";"debt_income";"state";"homeownership";"monthlyincome";"FICOrange";"opencreditlines";"revolvingcredit";"inquiries";"emplength";"bal_income";"bal_yearincome";"fundedPerc";"FICOavg"
"15285";10000;9975;0,0925;"36 months";"small_business";0,056;"VA";"RENT";4000;"705-709";7;8528;0;0;2,132;0,177666666666667;0,9975;707
"26894";9800;9800;0,1969;"60 months";"debt_consolidation";0,1489;"RI";"MORTGAGE";5340,25;"665-669";8;5350;1;2;1,0018257572211;0,0834854797684253;1;667
"98259";20000;19975;0,1212;"36 months";"credit_card";0,1982;"UT";"MORTGAGE";6750;"685-689";14;21637;0;5;3,20548148148148;0,267123456790123;0,99875;687
"102079";5100;4950;0,1829;"36 months";"debt_consolidation";0,2567;"NJ";"RENT";3000;"640-644";14;5004;6;0;1,668;0,139;0,970588235294118;642
"60684";8875;8875;0,1114;"36 months";"debt_consolidation";0,317;"TX";"RENT";2160;"700-704";19;17422;0;11;8,06574074074074;0,672145061728395;1;702
"27607";4400;4400;0,0599;"36 months";"major_purchase";0,1793;"PA";"OWN";4000;"765-769";6;9945;1;5;2,48625;0,2071875;1;767
"38688";35000;23350;0,1171;"60 months";"small_business";0,0807;"CA";"MORTGAGE";7500;"745-749";6;5660;0;3;0,754666666666667;0,0628888888888889;0,667142857142857;747
"72991";3000;3000;0,1849;"36 months";"credit_card";0,1607;"NJ";"OWN";2916,67;"660-664";9;6403;0;0;2,19531177678654;0,182942648065545;1;662
"36061";4800;4800;0,1242;"36 months";"moving";0,0531;"NY";"RENT";3500;"690-694";8;5093;0;5;1,45514285714286;0,121261904761905;1;692
"40081";5375;5375;0,1171;"36 months";"debt_consolidation";0,2875;"KY";"MORTGAGE";2166,67;"720-724";5;15475;1;8;7,14229670415892;0,595191392013243;1;722
"30824";14000;14000;0,1199;"60 months";"debt_consolidation";0,1952;"TX";"MORTGAGE";6333,33;"705-709";12;32213;0;0;5,08626583487676;0,42385548623973;1;707
"14118";19800;19775;0,1323;"36 months";"credit_card";0,2009;"MO";"MORTGAGE";6666,67;"730-734";8;31220;0;0;4,68299765850117;0,390249804875098;0,998737373737374;732
"57483";13025;13025;0,1311;"36 months";"credit_card";0,0775;"UT";"MORTGAGE";4333,33;"675-679";6;13029;0;11;3,00669462053432;0,250557885044527;1;677
"74764";18000;18000;0,1849;"36 months";"debt_consolidation";0,2056;"CA";"RENT";9333,33;"675-679";12;37526;1;6;4,02064429308725;0,335053691090604;1;677
"1670";2500;2275,77;0,0768;"36 months";"major_purchase";0,1759;"OR";"MORTGAGE";3666,67;"785-789";6;406;0;11;0,110727172066207;0,0092272643388506;0,910308;787
"15094";5000;4985,44;0,0714;"36 months";"debt_consolidation";0,114;"CT";"OWN";4166,67;"755-759";6;16666;1;5;3,99983680013056;0,333319733344213;0,997088;757
"63651";4500;4500;0,1114;"36 months";"credit_card";0,0973;"CT";"RENT";2916,67;"685-689";13;4265;0;4;1,46228404310395;0,121857003591996;1;687
"72750";15000;15000;0,089;"36 months";"debt_consolidation";0,0856;"MO";"RENT";7500;"740-744";8;8343;1;0;1,1124;0,0927;1;742
"85468";35000;35000;0,2049;"60 months";"debt_consolidation";0,1184;"TX";"MORTGAGE";18750;"715-719";14;41707;2;1;2,22437333333333;0,185364444444444;1;717
"31815";4500;4500;0,0849;"36 months";"credit_card";0,0254;"TX";"RENT";2166,67;"795-799";2;527;1;3;0,243230395030161;0,0202691995858468;1;797
"75818";4500;4500;0,1727;"36 months";"debt_consolidation";0,1659;"PA";"RENT";4666,67;"675-679";24;893;1;3;0,191357006173567;0,0159464171811306;1;677
"14231";1450;1450;0,0751;"36 months";"other";0,222;"MA";"RENT";833,33;"740-744";9;709;0;NA;0,850803403213613;0,0709002836011344;1;742
"4537";6000;6000;0,1496;"36 months";"small_business";0,1155;"TX";"RENT";7083,33;"760-764";7;5341;0;2;0,754023884246534;0,0628353236872111;1;762
"16023";4500;4500;0,0654;"36 months";"medical";0,1582;"NC";"MORTGAGE";3250;"725-729";16;6049;0;11;1,86123076923077;0,155102564102564;1;727
"36134";14000;14000;0,0662;"36 months";"debt_consolidation";0,2018;"TX";"RENT";4583,33;"750-754";15;15890;1;11;3,46691161229935;0,288909301024946;1;752
"87110";15000;15000;0,0603;"36 months";"debt_consolidation";0,0872;"MA";"MORTGAGE";12000;"800-804";17;13151;0;2;1,09591666666667;0,0913263888888889;1;802
"28467";22000;14550;0,1099;"60 months";"debt_consolidation";0,1583;"TX";"MORTGAGE";5243,75;"760-764";18;14115;0;2;2,69177592371871;0,224314660309893;0,661363636363636;762
"928";10000;1300;0,1103;"36 months";"credit_card";0,1103;"GA";"MORTGAGE";6666,67;"695-699";8;43712;0;4;6,55679672160164;0,546399726800137;0,13;697
"84897";35000;35000;0,2049;"36 months";"debt_consolidation";0,2082;"TX";"MORTGAGE";12333,33;"700-704";23;36870;0;11;2,98946026742169;0,249121688951808;1;702
"63224";10000;10000;0,2049;"36 months";"debt_consolidation";0,1875;"TX";"RENT";5250;"685-689";25;3802;1;3;0,724190476190476;0,0603492063492063;1;687
"103951";6000;6000;0,1398;"60 months";"medical";0,2429;"CA";"RENT";2400;"695-699";11;6069;4;9;2,52875;0,210729166666667;1;697
"72766";10000;10000;0,158;"36 months";"debt_consolidation";0,131;"AK";"MORTGAGE";4458,33;"675-679";7;6413;1;0;1,43843098200447;0,119869248500373;1;677
"4843";10000;9950;0,0894;"36 months";"debt_consolidation";0,1373;"CO";"RENT";3125;"785-789";5;417;2;1;0,13344;0,01112;0,995;787
"101907";12000;3639,28;0,133;"36 months";"debt_consolidation";0,1277;"CA";"RENT";3000;"660-664";15;8480;4;6;2,82666666666667;0,235555555555556;0,303273333333333;662
"40756";9600;9600;0,1465;"36 months";"credit_card";0,0221;"CA";"RENT";5833,33;"675-679";7;5879;1;7;1,00782914733094;0,0839857622775785;1;677
"27030";17800;17775;0,2211;"60 months";"debt_consolidation";0,0586;"NC";"RENT";7000;"660-664";9;6708;0;6;0,958285714285714;0,0798571428571429;0,998595505617977;662
"69983";2000;2000;0,0762;"36 months";"major_purchase";0,2469;"TX";"MORTGAGE";4333,33;"765-769";10;2792;4;11;0,644308187929375;0,0536923489941146;1;767
"100440";18825;18825;0,21;"60 months";"debt_consolidation";0,1922;"CT";"RENT";4583,33;"680-684";8;17292;2;11;3,77280274385654;0,314400228654712;1;682
"21657";3000;2509,17;0,1306;"36 months";"house";0,1206;"NV";"RENT";2571,42;"705-709";2;0;3;6;0;0;0,83639;707
"78336";2000;2000;0,1311;"36 months";"debt_consolidation";0,1913;"KY";"RENT";2916,67;"670-674";7;4376;0;11;1,50034114246727;0,125028428538939;1;672
"83749";9000;9000;0,1777;"36 months";"debt_consolidation";0,1372;"CA";"RENT";4583,33;"670-674";14;21175;1;5;4,62000336000244;0,385000280000204;1;672
"96051";5750;5750;0,1311;"36 months";"credit_card";0,2424;"NY";"RENT";1675;"705-709";18;8035;0;4;4,79701492537313;0,399751243781095;1;707
"55598";21725;21725;0,1922;"60 months";"debt_consolidation";0,2248;"LA";"OWN";3629,58;"675-679";7;19685;0;11;5,42349252530596;0,451957710442163;1;677
"92347";20000;20000;0,079;"36 months";"debt_consolidation";0,3328;"NY";"RENT";8666,67;"725-729";9;33067;0;3;3,81542160945323;0,317951800787769;1;727
"34650";15350;15325;0,1349;"60 months";"debt_consolidation";0,2863;"WA";"MORTGAGE";3200;"730-734";6;9946;1;11;3,108125;0,259010416666667;0,998371335504886;732
"63101";8400;8400;0,1433;"36 months";"debt_consolidation";0,1161;"CA";"RENT";3333,33;"670-674";11;2060;0;0;0,618000618000618;0,0515000515000515;1;672
"29797";4500;4500;0,0749;"36 months";"credit_card";0,2763;"OR";"RENT";2700;"720-724";13;9341;0;4;3,45962962962963;0,288302469135802;1;722
"58924";9950;9950;0,1531;"36 months";"wedding";0,0784;"CA";"RENT";2833,33;"675-679";7;4904;2;NA;1,73082556567714;0,144235463806428;1;677
"42772";15000;15000;0,079;"36 months";"debt_consolidation";0,2075;"IL";"MORTGAGE";2583,33;"725-729";10;9608;0;3;3,71923060545885;0,309935883788237;1;727
"8626";10000;9850;0,1099;"36 months";"other";0,1923;"VA";"MORTGAGE";9150;"705-709";16;43256;2;11;4,72743169398907;0,393952641165756;0,985;707
"20234";12000;10400;0,1825;"60 months";"car";0,1211;"CA";"RENT";5600;"660-664";7;2409;1;3;0,430178571428571;0,0358482142857143;0,866666666666667;662
"1677";8000;3862,32;0,1221;"36 months";"other";0,1329;"GA";"MORTGAGE";12500;"695-699";10;93265;1;11;7,4612;0,621766666666667;0,48279;697
"35161";3000;3000;0,0603;"36 months";"debt_consolidation";0,1103;"NY";"MORTGAGE";7500;"765-769";13;10585;0;NA;1,41133333333333;0,117611111111111;1;767
"64339";15000;15000;0,1433;"36 months";"debt_consolidation";0,2725;"TX";"MORTGAGE";7500;"680-684";13;27872;0;11;3,71626666666667;0,309688888888889;1;682
"100635";12700;12700;0,1777;"36 months";"debt_consolidation";0,2394;"AL";"MORTGAGE";3333,33;"685-689";14;9655;3;NA;2,8965028965029;0,241375241375241;1;687
"23566";16000;15745,73;0,1111;"60 months";"debt_consolidation";0,099;"MO";"RENT";2958,33;"765-769";6;8943;2;0;3,02298932167811;0,251915776806509;0,984108125;767
"60832";7200;7200;0,079;"36 months";"debt_consolidation";0,2174;"TX";"RENT";4300;"710-714";7;33189;0;11;7,71837209302326;0,643197674418605;1;712
"29595";30000;30000;0,2025;"60 months";"debt_consolidation";0,1046;"VA";"MORTGAGE";12500;"695-699";10;43491;3;5;3,47928;0,28994;1;697
"48620";20125;20125;0,1465;"36 months";"debt_consolidation";0,1788;"FL";"MORTGAGE";10353,33;"695-699";11;23698;1;7;2,28892539888133;0,190743783240111;1;697
"40753";12000;12000;0,1527;"36 months";"credit_card";0,1646;"PA";"OWN";2516,67;"670-674";9;2174;2;5;0,863839915443821;0,0719866596203184;1;672
"9820";5000;4950;0,1062;"60 months";"home_improvement";0,1123;"CA";"MORTGAGE";5200;"745-749";6;1941;1;5;0,373269230769231;0,0311057692307692;0,99;747
"7606";8000;7989,96;0,1136;"36 months";"other";0,0527;"CA";"MORTGAGE";13389,15;"705-709";6;7351;1;3;0,549026637239855;0,0457522197699879;0,998745;707
"32191";3600;3600;0,0662;"36 months";"credit_card";0,0935;"TX";"RENT";2000;"735-739";17;1710;0;1;0,855;0,07125;1;737
"3414";8800;8350;0,0963;"36 months";"wedding";0,0489;"GA";"MORTGAGE";5479;"755-759";5;6055;0;6;1,10512867311553;0,092094056092961;0,948863636363636;757
"51742";18000;17925;0,1922;"60 months";"debt_consolidation";0,2136;"CA";"RENT";6867,92;"690-694";13;19446;0;11;2,83142494379667;0,235952078649722;0,995833333333333;692
"98167";20000;20000;0,2376;"60 months";"debt_consolidation";0,1875;"VA";"MORTGAGE";6266,67;"660-664";25;10784;3;11;1,72085014848396;0,14340417904033;1;662
"31654";4350;4350;0,0599;"36 months";"house";0,0312;"CA";"OWN";2600;"780-784";5;866;0;0;0,333076923076923;0,0277564102564103;1;782
"26652";12000;11975;0,1099;"60 months";"home_improvement";0,0404;"NY";"MORTGAGE";3416,67;"735-739";10;6935;0;0;2,02975411731306;0,169146176442755;0,997916666666667;737
"54076";5400;5400;0,1367;"36 months";"debt_consolidation";0,1542;"CA";"RENT";1666,67;"680-684";6;2533;0;4;1,51979696040608;0,126649746700507;1;682
"19695";12000;11950;0,1268;"60 months";"debt_consolidation";0,2272;"NY";"RENT";5000;"700-704";19;9002;0;NA;1,8004;0,150033333333333;0,995833333333333;702
"62644";12000;12000;0,1777;"36 months";"debt_consolidation";0,2448;"MI";"OWN";3333,33;"665-669";12;16984;0;11;5,0952050952051;0,424600424600425;1;667
"53454";6700;6700;0,079;"36 months";"credit_card";0,2219;"KS";"RENT";2708,33;"705-709";10;6627;0;2;2,44689531925578;0,203907943271315;1;707
"40692";3750;3750;0,1171;"36 months";"debt_consolidation";0,1698;"CA";"RENT";1650;"675-679";6;8101;0;4;4,90969696969697;0,409141414141414;1;677
"55177";8000;8000;0,1367;"36 months";"other";0,235;"NJ";"RENT";2791,67;"685-689";5;27151;0;0;9,7257197304839;0,810476644206992;1;687
"24187";4500;4500;0,1149;"36 months";"other";0,0926;"CA";"RENT";3500;"695-699";5;7247;0;2;2,07057142857143;0,172547619047619;1;697
"20979";6000;5975;0,1714;"60 months";"small_business";0,066;"FL";"MORTGAGE";2500;"660-664";5;5087;0;8;2,0348;0,169566666666667;0,995833333333333;662
"81254";19400;19400;0,2328;"60 months";"credit_card";0,093;"NC";"MORTGAGE";6000;"660-664";5;28921;0;11;4,82016666666667;0,401680555555556;1;662
"13413";25000;15600;0,1793;"60 months";"small_business";0,1994;"CA";"RENT";5416,67;"690-694";13;24810;0;11;4,58030487365854;0,381692072804878;0,624;692
"34871";8800;8800;0,1427;"36 months";"debt_consolidation";0,0957;"IL";"RENT";3833,33;"695-699";4;8130;1;4;2,1208714094534;0,176739284121117;1;697
"44681";4800;4800;0,1399;"36 months";"medical";0,0739;"OH";"RENT";5833,33;"680-684";9;170;2;1;0,0291428737959279;0,00242857281632732;1;682
"73773";5175;5175;0,1777;"36 months";"credit_card";0,2293;"NY";"RENT";1500;"660-664";9;8577;1;5;5,718;0,4765;1;662
"12248";10000;9999,36;0,1075;"60 months";"home_improvement";0,0405;"MD";"MORTGAGE";8750;"795-799";7;0;1;2;0;0;0,999936;797
"83704";12000;12000;0,1114;"36 months";"other";0,0785;"VA";"RENT";6666,67;"720-724";11;4428;2;9;0,664199667900166;0,0553499723250138;1;722
"43610";5000;5000;0,0751;"36 months";"other";0,114;"FL";"RENT";1666,67;"750-754";4;7968;0;11;4,78079043841912;0,398399203201594;1;752
"43017";33600;33600;0,1727;"60 months";"debt_consolidation";0,1508;"NY";"RENT";5416,67;"730-734";5;20514;1;8;3,78719766941682;0,315599805784735;1;732
"80198";10000;10000;0,1311;"36 months";"debt_consolidation";0,2913;"TX";"MORTGAGE";8750;"700-704";13;11125;2;0;1,27142857142857;0,105952380952381;1;702
"91989";12000;11975;0,1629;"36 months";"other";0,1429;"AZ";"MORTGAGE";8541,67;"695-699";5;5890;3;11;0,689560706512895;0,0574633922094079;0,997916666666667;697
"87119";4000;4000;0,1433;"36 months";"renewable_energy";0,2274;"MD";"RENT";1666,67;"665-669";7;278;0;3;0,166799666400667;0,0138999722000556;1;667
"66132";20000;20000;0,158;"36 months";"credit_card";0,1313;"CT";"RENT";5000;"690-694";10;17981;1;3;3,5962;0,299683333333333;1;692
"73203";12000;12000;0,1409;"36 months";"debt_consolidation";0,1949;"CA";"RENT";6166,67;"675-679";13;6499;0;6;1,05389132222091;0,0878242768517422;1;677
"76842";17500;17500;0,21;"60 months";"home_improvement";0,0178;"NY";"RENT";4166,67;"685-689";7;3377;3;11;0,810479351616519;0,0675399459680432;1;687
"41741";10000;10000;0,1171;"36 months";"credit_card";0,2118;"FL";"OWN";3333,33;"690-694";8;7579;0;1;2,27370227370227;0,189475189475189;1;692
"8127";3000;3000;0,1422;"36 months";"moving";0,1005;"MA";"RENT";9166,67;"665-669";15;22698;2;6;2,47614455412925;0,206345379510771;1;667
"4750";5600;5592,37;0,0859;"36 months";"credit_card";0,0834;"NJ";"MORTGAGE";3250;"735-739";9;2639;1;5;0,812;0,0676666666666667;0,9986375;737
"93711";10000;10000;0,158;"36 months";"debt_consolidation";0,1332;"AZ";"RENT";5000;"670-674";16;11286;1;0;2,2572;0,1881;1;672
"28368";5000;5000;0,0849;"36 months";"debt_consolidation";0,2253;"WA";"MORTGAGE";3000;"720-724";9;3388;2;11;1,12933333333333;0,0941111111111111;1;722
"66425";16000;16000;0,2149;"60 months";"small_business";0,2576;"NY";"MORTGAGE";5000;"670-674";14;10881;0;5;2,1762;0,18135;1;672
"13652";4800;4800;0,1075;"36 months";"other";0,2263;"MA";"RENT";1750;"710-714";6;11234;0;5;6,41942857142857;0,534952380952381;1;712
"66166";24925;24925;0,1875;"60 months";"debt_consolidation";0,0851;"AK";"MORTGAGE";5250;"710-714";7;15288;0;11;2,912;0,242666666666667;1;712
"73128";4825;4825;0,1212;"36 months";"debt_consolidation";0,0476;"CT";"MORTGAGE";5416,67;"680-684";8;6883;0;8;1,27070691033421;0,105892242527851;1;682
"42032";18750;18750;0,1825;"60 months";"debt_consolidation";0,1254;"CO";"MORTGAGE";4833,33;"675-679";13;11232;2;11;2,32386367163012;0,193655305969177;1;677
"101034";5000;5000;0,1531;"36 months";"home_improvement";0,2054;"CT";"MORTGAGE";4166,67;"675-679";18;12929;3;11;3,10295751763399;0,258579793136165;1;677
"102595";7500;224,99;0,1317;"36 months";"other";0,0103;"CT";"MORTGAGE";8750;"675-679";3;3607;4;6;0,412228571428571;0,034352380952381;0,0299986666666667;677
"12429";10000;10000;0,1682;"60 months";"debt_consolidation";0,1254;"MA";"RENT";4417;"680-684";9;6630;2;3;1,50101879103464;0,125084899252887;1;682
"36084";5300;5300;0,079;"36 months";"debt_consolidation";0,0967;"TX";"RENT";1945;"760-764";3;5360;0;8;2,75578406169666;0,229648671808055;1;762
"3219";5000;5000;0,0963;"36 months";"educational";0,1181;"AZ";"MORTGAGE";9166,67;"730-734";16;23658;2;11;2,58087178877389;0,215072649064491;1;732
"15120";25000;15051,09;0,1323;"60 months";"debt_consolidation";0,2011;"TX";"MORTGAGE";6666,67;"735-739";11;33084;0;11;4,96259751870124;0,413549793225103;0,6020436;737
"3246";9250;9200;0,1189;"36 months";"debt_consolidation";0,1628;"OH";"MORTGAGE";5416,67;"745-749";14;10111;6;6;1,86664500514154;0,155553750428461;0,994594594594595;747
"14851";19000;18725;0,1075;"60 months";"home_improvement";0,0619;"MD";"MORTGAGE";7500;"775-779";12;1142;1;8;0,152266666666667;0,0126888888888889;0,985526315789474;777
"45929";2000;2000;0,0603;"36 months";"debt_consolidation";0,0801;"NY";"RENT";5833,33;"750-754";7;2031;0;0;0,348171627526644;0,029014302293887;1;752
"62740";7200;7200;0,2049;"60 months";"other";0,1514;"NJ";"RENT";5166,67;"670-674";10;14585;3;3;2,82290140457974;0,235241783714978;1;672
"70648";8000;8000;0,1409;"36 months";"debt_consolidation";0,196;"CO";"MORTGAGE";5292;"695-699";13;8903;1;NA;1,682350718065;0,140195893172084;1;697
"33500";13000;12875;0,1171;"36 months";"debt_consolidation";0,162;"NJ";"RENT";6932,92;"685-689";21;27852;0;9;4,01735488077174;0,334779573397645;0,990384615384615;687
"55755";8000;8000;0,1629;"36 months";"wedding";0,0292;"CT";"MORTGAGE";4250;"670-674";5;4454;2;11;1,048;0,0873333333333333;1;672
"3158";14000;13675;0,0963;"36 months";"debt_consolidation";0,1306;"CA";"MORTGAGE";9083,33;"760-764";21;46017;3;11;5,06609360223618;0,422174466853015;0,976785714285714;762
"40127";1400;1400;0,1269;"36 months";"other";0,0593;"NJ";"OWN";4583,33;"700-704";3;1029;0;1;0,224509254188549;0,0187091045157124;1;702
"77444";9500;9500;0,089;"36 months";"debt_consolidation";0,2772;"CO";"OWN";5000;"735-739";4;18393;1;6;3,6786;0,30655;1;737
"74186";12700;12700;0,1114;"36 months";"debt_consolidation";0,1053;"NJ";"OWN";3333,33;"705-709";6;8948;0;0;2,68440268440268;0,223700223700224;1;707
"45644";10000;10000;0,0976;"36 months";"debt_consolidation";0,1831;"NJ";"RENT";2916,67;"725-729";6;5670;1;11;1,94399777828825;0,161999814857354;1;727
"2868";6000;5691,36;0,1189;"36 months";"major_purchase";0,1155;"PA";"RENT";2917;"735-739";4;1003;2;1;0,34384641755228;0,0286538681293566;0,94856;737
"28280";5200;5200;0,1399;"36 months";"debt_consolidation";0,2318;"CA";"MORTGAGE";5000;"680-684";17;28118;2;5;5,6236;0,468633333333333;1;682
"50921";9000;8975;0,1581;"36 months";"debt_consolidation";0,1069;"MO";"RENT";3750;"675-679";7;6599;1;11;1,75973333333333;0,146644444444444;0,997222222222222;677
"2425";12000;11854,04;0,1474;"36 months";"debt_consolidation";0,0462;"NY";"RENT";4500;"695-699";3;7956;0;11;1,768;0,147333333333333;0,987836666666667;697
"1337";6600;3800;0,0907;"36 months";"other";0,0184;"FL";"OWN";2667;"740-744";16;4889;1;0;1,8331458567679;0,152762154730659;0,575757575757576;742
"56391";10000;10000;0,1399;"36 months";"debt_consolidation";0,0862;"NJ";"MORTGAGE";6458,33;"670-674";13;7200;0;9;1,11483928507834;0,0929032737565284;1;672
"27919";1800;1800;0,1149;"36 months";"debt_consolidation";0,1664;"WY";"MORTGAGE";4250;"695-699";11;26267;0;11;6,18047058823529;0,515039215686275;1;697
"78789";19000;19000;0,1875;"60 months";"home_improvement";0,174;"MN";"OWN";4000;"695-699";7;5246;2;11;1,3115;0,109291666666667;1;697
"85290";24000;24000;0,2049;"60 months";"debt_consolidation";0,0869;"NJ";"MORTGAGE";5833,33;"685-689";9;23006;0;11;3,94388796793598;0,328657330661332;1;687
"63588";11500;11475;0,1114;"36 months";"debt_consolidation";0,234;"FL";"OWN";2833,33;"700-704";8;17324;0;NA;6,11436013454133;0,509530011211778;0,997826086956522;702
"47887";12100;12100;0,1367;"36 months";"debt_consolidation";0,1285;"FL";"RENT";5000;"690-694";8;12026;0;4;2,4052;0,200433333333333;1;692
"28055";12000;12000;0,1799;"60 months";"debt_consolidation";0,2344;"TX";"RENT";3916,67;"675-679";8;8860;0;0;2,26212573436108;0,188510477863423;1;677
"44231";12000;12000;0,1531;"36 months";"debt_consolidation";0,1069;"MA";"MORTGAGE";4416,67;"675-679";18;13194;2;3;2,98731850013698;0,248943208344748;1;677
"88584";10000;10000;0,1972;"36 months";"other";0,2753;"MN";"MORTGAGE";2916,67;"665-669";14;11506;0;11;3,94490977724597;0,328742481437164;1;667
"61697";8875;8875;0,1531;"36 months";"debt_consolidation";0,3015;"NC";"RENT";2291,67;"680-684";11;11798;1;2;5,14821069351172;0,429017557792643;1;682
"64440";10625;10625;0,1777;"36 months";"debt_consolidation";0,221;"FL";"OWN";2633,33;"660-664";9;12156;0;0;4,61620837494731;0,384684031245609;1;662
"3320";12000;3725;0,1411;"36 months";"credit_card";0,0723;"GA";"MORTGAGE";3750;"670-674";6;13018;3;1;3,47146666666667;0,289288888888889;0,310416666666667;672
"95536";10000;10000;0,1727;"36 months";"debt_consolidation";0,2891;"FL";"MORTGAGE";3500;"660-664";11;9059;1;7;2,58828571428571;0,215690476190476;1;662
"98428";12000;12000;0,2049;"36 months";"credit_card";0,2884;"IL";"RENT";3980,33;"660-664";12;19234;2;5;4,83226265158919;0,402688554299099;1;662
"26457";14000;12225;0,1199;"60 months";"debt_consolidation";0,1401;"AR";"MORTGAGE";4583,33;"720-724";9;3539;0;3;0,772146016106193;0,0643455013421828;0,873214285714286;722
"43465";16000;15975;0,1758;"60 months";"debt_consolidation";0,1226;"MO";"MORTGAGE";2666,67;"705-709";12;18008;1;0;6,75299155876055;0,562749296563379;0,9984375;707
"53930";10000;10000;0,1581;"36 months";"debt_consolidation";0,2089;"TX";"RENT";5541,67;"670-674";14;10443;1;9;1,88444999431579;0,157037499526316;1;672
"92051";3625;3625;0,1629;"36 months";"small_business";0,2175;"NY";"MORTGAGE";6666,67;"720-724";12;3226;5;2;0,483899758050121;0,0403249798375101;1;722
"78391";8400;8400;0,1212;"36 months";"debt_consolidation";0,2232;"MA";"RENT";3333,33;"690-694";7;5500;0;4;1,65000165000165;0,137500137500138;1;692
"1766";1600;1334,54;0,1505;"36 months";"major_purchase";0,1415;"FL";"RENT";2000;"665-669";5;9603;1;0;4,8015;0,400125;0,8340875;667
"82223";3600;3600;0,1629;"36 months";"debt_consolidation";0,249;"NY";"OWN";3666,67;"665-669";16;11927;3;11;3,25281522471343;0,271067935392786;1;667
"19226";14000;14000;0,1751;"36 months";"credit_card";0,0937;"DC";"RENT";7916,67;"680-684";3;13522;0;0;1,70804138608784;0,142336782173986;1;682
"63697";15675;15675;0,0603;"36 months";"small_business";0,0886;"FL";"MORTGAGE";4166,67;"795-799";9;13020;1;7;3,124797500162;0,260399791680167;1;797
"2947";6000;5546,81;0,1189;"36 months";"other";0,1938;"NY";"RENT";7250;"725-729";6;42987;1;11;5,92924137931035;0,494103448275862;0,924468333333333;727
"91702";10000;10000;0,089;"36 months";"home_improvement";0,1117;"GA";"MORTGAGE";6666,67;"695-699";15;14593;1;6;2,18894890552555;0,182412408793796;1;697
"50924";29000;29000;0,079;"36 months";"debt_consolidation";0,1925;"NY";"MORTGAGE";9166,67;"765-769";18;75212;1;0;8,20494247093001;0,683745205910834;1;767
"35615";4800;4800;0,1242;"36 months";"debt_consolidation";0,1798;"UT";"MORTGAGE";4500;"670-674";9;30895;0;11;6,86555555555556;0,57212962962963;1;672
"6084";5000;4900;0,0894;"36 months";"educational";0,1327;"NY";"OWN";4166,67;"740-744";5;4676;0;3;1,12223910220872;0,0935199251840599;0,98;742
"3862";7000;6894,01;0,1253;"36 months";"debt_consolidation";0,0664;"NJ";"MORTGAGE";5000;"695-699";7;11391;1;5;2,2782;0,18985;0,984858571428571;697
"49409";20000;19975;0,1629;"60 months";"debt_consolidation";0,2405;"MD";"MORTGAGE";7416,67;"705-709";11;14944;1;3;2,01492044273239;0,167910036894365;0,99875;707
"89809";9000;9000;0,1212;"36 months";"debt_consolidation";0,1005;"NY";"RENT";11666,67;"690-694";8;9490;1;0;0,813428339020475;0,0677856949183729;1;692
"33275";4400;4400;0,1242;"36 months";"small_business";0,19;"CA";"RENT";2000;"715-719";9;2411;3;5;1,2055;0,100458333333333;1;717
"36803";3000;3000;0,1171;"36 months";"major_purchase";0,168;"GA";"RENT";3083,33;"695-699";4;413;0;2;0,133946090752531;0,0111621742293775;1;697
"61587";6250;6250;0,1433;"36 months";"credit_card";0,204;"FL";"MORTGAGE";1750;"675-679";10;7845;0;4;4,48285714285714;0,373571428571429;1;677
"32249";14000;14000;0,0603;"36 months";"debt_consolidation";0,09;"IL";"MORTGAGE";8733,33;"770-774";11;15108;0;6;1,7299243243986;0,14416036036655;1;772
"39908";30000;30000;0,1427;"36 months";"debt_consolidation";0,0851;"TX";"MORTGAGE";9166,67;"715-719";10;28967;0;11;3,16003521453265;0,263336267877721;1;717
"33029";19600;19600;0,1242;"60 months";"debt_consolidation";0,2299;"AZ";"RENT";4166,67;"745-749";9;14783;2;0;3,54791716166627;0,295659763472189;1;747
"7603";1600;1600;0,1311;"36 months";"debt_consolidation";0,1899;"WA";"MORTGAGE";3459;"670-674";9;6281;3;11;1,81584272911246;0,151320227426038;1;672
"57519";8000;8000;0,1399;"36 months";"major_purchase";0,1817;"CA";"OWN";7500;"670-674";13;5987;0;0;0,798266666666667;0,0665222222222222;1;672
"102277";2500;2125;0,1292;"36 months";"debt_consolidation";0,2232;"MI";"MORTGAGE";3750;"670-674";21;4744;9;7;1,26506666666667;0,105422222222222;0,85;672
"64419";16075;16075;0,1629;"36 months";"debt_consolidation";0,1758;"KS";"MORTGAGE";4125;"695-699";7;15781;1;2;3,82569696969697;0,318808080808081;1;697
"5651";4900;4888,24;0,1426;"36 months";"debt_consolidation";0,2375;"CT";"RENT";2240;"720-724";5;17998;1;1;8,03482142857143;0,669568452380952;0,9976;722
"27901";14400;14400;0,1199;"36 months";"debt_consolidation";0,1348;"KY";"MORTGAGE";10408;"710-714";9;34354;1;5;3,30073020753267;0,275060850627722;1;712
"80404";7750;7750;0,2049;"36 months";"credit_card";0,09;"CA";"MORTGAGE";2000;"660-664";3;5399;0;5;2,6995;0,224958333333333;1;662
"23537";4200;4200;0,0579;"36 months";"debt_consolidation";0,081;"MD";"MORTGAGE";6089,44;"750-754";7;18861;2;8;3,09732914685094;0,258110762237579;1;752
